CreditScore,Age,Tenure,Balance,HasCrCard,IsActiveMember,EstimatedSalary,Geography_France,Geography_Germany,Geography_Spain,Gender_Female,Gender_Male,NumOfProducts_1,NumOfProducts_2,NumOfProducts_3,NumOfProducts_4
0.3564997084691052,-0.6557858973542321,0.34567966384945586,-1.2184705569895626,0.6492026709982579,0.9748169889124099,1.3676697420644444,1.0015011266894014,-0.5794672272789888,-0.5763880180721888,-0.9132475520046849,0.9132475520046849,-1.013085609351138,1.0807505171022602,-0.16538827379697008,-0.075211831584585
-0.20389776790135397,0.29493846545136665,-0.34836910282030104,0.6968376547320528,0.6492026709982579,0.9748169889124099,1.6612541021719276,-0.9985011233143956,1.7257231348452826,-0.5763880180721888,-0.9132475520046849,0.9132475520046849,-1.013085609351138,1.0807505171022602,-0.16538827379697008,-0.075211831584585
-0.9614721341058636,-1.416365387598711,-0.6953934861551795,0.6186290946563464,0.6492026709982579,-1.0258335783783237,-0.2528068765327104,-0.9985011233143956,-0.5794672272789888,1.7349423802122772,-0.9132475520046849,0.9132475520046849,0.9870834120726293,-0.925282925314928,-0.16538827379697008,-0.075211831584585
-0.9407166720180689,-1.1311480787570314,1.3867528138540912,0.9532120226243691,0.6492026709982579,-1.0258335783783237,0.9153927215460405,1.0015011266894014,-0.5794672272789888,-0.5763880180721888,1.0949933539979206,-1.0949933539979206,0.9870834120726293,-0.925282925314928,-0.16538827379697008,-0.075211831584585
-1.397336837949554,1.6259525733792048,1.3867528138540912,1.057448687632532,-1.5403510254545512,-1.0258335783783237,-1.0596001909769919,1.0015011266894014,-0.5794672272789888,-0.5763880180721888,-0.9132475520046849,0.9132475520046849,0.9870834120726293,-0.925282925314928,-0.16538827379697008,-0.075211831584585
-0.8576948236668898,0.19986602917080679,-0.34836910282030104,0.7067466960091179,0.6492026709982579,-1.0258335783783237,1.0904700584525835,1.0015011266894014,-0.5794672272789888,-0.5763880180721888,-0.9132475520046849,0.9132475520046849,0.9870834120726293,-0.925282925314928,-0.16538827379697008,-0.075211831584585
0.32536651533741306,0.10479359289024692,-1.3894422528249364,-1.2184705569895626,-1.5403510254545512,-1.0258335783783237,-0.4289168077886862,1.0015011266894014,-0.5794672272789888,-0.5763880180721888,1.0949933539979206,-1.0949933539979206,-1.013085609351138,1.0807505171022602,-0.16538827379697008,-0.075211831584585
1.1140740746736149,0.5801557742930463,1.0397284305192127,-1.2184705569895626,0.6492026709982579,0.9748169889124099,-0.020517136186189958,1.0015011266894014,-0.5794672272789888,-0.5763880180721888,1.0949933539979206,-1.0949933539979206,-1.013085609351138,1.0807505171022602,-0.16538827379697008,-0.075211831584585
-2.341710362944217,-0.4656410247931123,-0.6953934861551795,-1.2184705569895626,0.6492026709982579,0.9748169889124099,-0.681565469729219,1.0015011266894014,-0.5794672272789888,-0.5763880180721888,1.0949933539979206,-1.0949933539979206,-1.013085609351138,1.0807505171022602,-0.16538827379697008,-0.075211831584585
-0.5256074302621732,3.3372564264292826,-1.0424178694900579,-1.2184705569895626,-1.5403510254545512,0.9748169889124099,-0.8498032382710557,1.0015011266894014,-0.5794672272789888,-0.5763880180721888,-0.9132475520046849,0.9132475520046849,-1.013085609351138,1.0807505171022602,-0.16538827379697008,-0.075211831584585
